GeoName,Description,years,value_x,value_y,difference
Indiana,All items,2015,90.1,100.0,-9.900000000000006
Iowa,All items,2015,89.9,100.0,-10.099999999999994
Kansas,All items,2015,90.2,100.0,-9.799999999999997
Kentucky,All items,2015,88.7,100.0,-11.299999999999997
Louisiana,All items,2015,90.5,100.0,-9.5
Maine,All items,2015,99.1,100.0,-0.9000000000000057
Maryland,All items,2015,109.6,100.0,9.599999999999994
Massachusetts,All items,2015,107.6,100.0,7.599999999999994
Michigan,All items,2015,93.0,100.0,-7.000000000000001
Minnesota,All items,2015,97.2,100.0,-2.799999999999997
Mississippi,All items,2015,86.2,100.0,-13.799999999999999
Missouri,All items,2015,89.6,100.0,-10.400000000000006
Montana,All items,2015,95.1,100.0,-4.900000000000006
Nebraska,All items,2015,90.2,100.0,-9.799999999999997
Nevada,All items,2015,97.3,100.0,-2.700000000000003
New Hampshire,All items,2015,105.7,100.0,5.700000000000003
New Jersey,All items,2015,113.4,100.0,13.400000000000006
New Mexico,All items,2015,93.8,100.0,-6.200000000000003
New York,All items,2015,115.8,100.0,15.799999999999997
North Carolina,All items,2015,91.2,100.0,-8.799999999999997
North Dakota,All items,2015,92.0,100.0,-8.0
Ohio,All items,2015,89.2,100.0,-10.799999999999997
Oklahoma,All items,2015,89.8,100.0,-10.200000000000003
Oregon,All items,2015,98.5,100.0,-1.5
Pennsylvania,All items,2015,98.2,100.0,-1.7999999999999972
Rhode Island,All items,2015,99.9,100.0,-0.09999999999999432
South Carolina,All items,2015,90.3,100.0,-9.700000000000003
South Dakota,All items,2015,88.0,100.0,-12.0
Tennessee,All items,2015,89.9,100.0,-10.099999999999994
Texas,All items,2015,96.7,100.0,-3.299999999999997
Utah,All items,2015,96.4,100.0,-3.5999999999999943
Vermont,All items,2015,102.7,100.0,2.700000000000003
Virginia,All items,2015,102.6,100.0,2.5999999999999943
Washington,All items,2015,105.2,100.0,5.200000000000003
West Virginia,All items,2015,88.7,100.0,-11.299999999999997
Wisconsin,All items,2015,93.0,100.0,-7.000000000000001
Wyoming,All items,2015,96.4,100.0,-3.5999999999999943
United States,Goods,2015,99.4,99.4,0.0
Alabama,Goods,2015,96.4,99.4,-3.0181086519114686
Alaska,Goods,2015,101.7,99.4,2.31388329979879
Arizona,Goods,2015,96.8,99.4,-2.615694164989948
Arkansas,Goods,2015,94.9,99.4,-4.527162977867203
California,Goods,2015,103.8,99.4,4.426559356136812
Colorado,Goods,2015,99.4,99.4,0.0
Connecticut,Goods,2015,103.8,99.4,4.426559356136812
Delaware,Goods,2015,98.9,99.4,-0.5030181086519114
District of Columbia,Goods,2015,106.0,99.4,6.639839034205225
Florida,Goods,2015,98.4,99.4,-1.0060362173038229
Georgia,Goods,2015,97.0,99.4,-2.4144869215291807
Hawaii,Goods,2015,110.5,99.4,11.167002012072428
Idaho,Goods,2015,98.5,99.4,-0.9054325955734462
Illinois,Goods,2015,98.5,99.4,-0.9054325955734462
Indiana,Goods,2015,96.3,99.4,-3.1187122736418593
Iowa,Goods,2015,95.1,99.4,-4.32595573440645
Kansas,Goods,2015,95.7,99.4,-3.7223340040241477
Kentucky,Goods,2015,94.6,99.4,-4.828973843058361
Louisiana,Goods,2015,96.7,99.4,-2.716297786720325
Maine,Goods,2015,98.5,99.4,-0.9054325955734462
Maryland,Goods,2015,103.6,99.4,4.2253521126760445
Massachusetts,Goods,2015,101.9,99.4,2.515090543259557
Michigan,Goods,2015,97.4,99.4,-2.0120724346076457
Minnesota,Goods,2015,101.1,99.4,1.7102615694164873
Mississippi,Goods,2015,94.1,99.4,-5.331991951710273
Missouri,Goods,2015,95.5,99.4,-3.923541247484915
Montana,Goods,2015,99.7,99.4,0.301810865191144
Nebraska,Goods,2015,95.4,99.4,-4.0241448692152915
Nevada,Goods,2015,96.0,99.4,-3.420523138833004
New Hampshire,Goods,2015,100.9,99.4,1.5090543259557343
New Jersey,Goods,2015,101.9,99.4,2.515090543259557
New Mexico,Goods,2015,97.0,99.4,-2.4144869215291807
New York,Goods,2015,108.4,99.4,9.054325955734406
North Carolina,Goods,2015,96.5,99.4,-2.917505030181092
North Dakota,Goods,2015,95.0,99.4,-4.426559356136826
Ohio,Goods,2015,95.9,99.4,-3.5211267605633796
Oklahoma,Goods,2015,95.7,99.4,-3.7223340040241477
Oregon,Goods,2015,99.2,99.4,-0.20120724346076743
Pennsylvania,Goods,2015,99.3,99.4,-0.10060362173039086
Rhode Island,Goods,2015,98.4,99.4,-1.0060362173038229
South Carolina,Goods,2015,96.8,99.4,-2.615694164989948
South Dakota,Goods,2015,94.9,99.4,-4.527162977867203
Tennessee,Goods,2015,96.3,99.4,-3.1187122736418593
Texas,Goods,2015,97.2,99.4,-2.213279678068413
Utah,Goods,2015,96.6,99.4,-2.8169014084507156
Vermont,Goods,2015,98.4,99.4,-1.0060362173038229
Virginia,Goods,2015,99.8,99.4,0.40241448692152054
Washington,Goods,2015,104.4,99.4,5.030181086519114
West Virginia,Goods,2015,94.6,99.4,-4.828973843058361
Wisconsin,Goods,2015,95.9,99.4,-3.5211267605633796
Wyoming,Goods,2015,99.4,99.4,0.0
United States,Rents,2015,101.1,101.1,0.0
Alabama,Rents,2015,62.8,101.1,-37.88328387734916
Alaska,Rents,2015,139.4,101.1,37.88328387734917
Arizona,Rents,2015,91.4,101.1,-9.594460929772492
Arkansas,Rents,2015,63.9,101.1,-36.795252225519285
California,Rents,2015,147.3,101.1,45.69732937685462
Colorado,Rents,2015,114.7,101.1,13.452027695351147
Connecticut,Rents,2015,116.8,101.1,15.529179030662712
Delaware,Rents,2015,97.5,101.1,-3.5608308605341192
District of Columbia,Rents,2015,154.3,101.1,52.62116716122652
Florida,Rents,2015,105.3,101.1,4.1543026706231485
Georgia,Rents,2015,81.1,101.1,-19.782393669634025
Hawaii,Rents,2015,163.4,101.1,61.62215628091
Idaho,Rents,2015,78.7,101.1,-22.1562809099901
Illinois,Rents,2015,99.4,101.1,-1.6815034619188811
Indiana,Rents,2015,74.8,101.1,-26.01384767556874
Iowa,Rents,2015,75.3,101.1,-25.519287833827892
Kansas,Rents,2015,74.5,101.1,-26.31058358061325
Kentucky,Rents,2015,68.9,101.1,-31.849653808110773
Louisiana,Rents,2015,76.2,101.1,-24.629080118694354
Maine,Rents,2015,95.7,101.1,-5.341246290801179
Maryland,Rents,2015,123.9,101.1,22.551928783382802
Massachusetts,Rents,2015,123.2,101.1,21.85954500494561
Michigan,Rents,2015,81.1,101.1,-19.782393669634025
Minnesota,Rents,2015,95.0,101.1,-6.033630069238372
Mississippi,Rents,2015,63.1,101.1,-37.58654797230464
Missouri,Rents,2015,73.6,101.1,-27.200791295746786
Montana,Rents,2015,85.5,101.1,-15.430267062314535
Nebraska,Rents,2015,76.3,101.1,-24.530168150346192
Nevada,Rents,2015,95.2,101.1,-5.83580613254203
New Hampshire,Rents,2015,118.1,101.1,16.815034619188925
New Jersey,Rents,2015,132.8,101.1,31.35509396636995
New Mexico,Rents,2015,81.1,101.1,-19.782393669634025
New York,Rents,2015,133.9,101.1,32.443125618199815
North Carolina,Rents,2015,78.7,101.1,-22.1562809099901
North Dakota,Rents,2015,86.3,101.1,-14.638971315529178
Ohio,Rents,2015,72.9,101.1,-27.89317507418397
Oklahoma,Rents,2015,72.0,101.1,-28.783382789317503
Oregon,Rents,2015,101.5,101.1,0.39564787339268614
Pennsylvania,Rents,2015,88.7,101.1,-12.265084075173089
Rhode Island,Rents,2015,100.2,101.1,-0.8902077151335227
South Carolina,Rents,2015,76.3,101.1,-24.530168150346192
South Dakota,Rents,2015,68.5,101.1,-32.245301681503456
Tennessee,Rents,2015,73.7,101.1,-27.10187932739861
Texas,Rents,2015,92.9,101.1,-8.11078140454994
Utah,Rents,2015,91.1,101.1,-9.891196834817013
Vermont,Rents,2015,117.0,101.1,15.727002967359057
Virginia,Rents,2015,111.7,101.1,10.484668644906042
Washington,Rents,2015,113.1,101.1,11.869436201780417
West Virginia,Rents,2015,66.0,101.1,-34.71810089020771
Wisconsin,Rents,2015,85.8,101.1,-15.133531157270028
Wyoming,Rents,2015,91.5,101.1,-9.495548961424326
United States,Other,2015,100.0,100.0,0.0
Alabama,Other,2015,93.3,100.0,-6.700000000000003
Alaska,Other,2015,95.8,100.0,-4.200000000000003
Arizona,Other,2015,98.5,100.0,-1.5
Arkansas,Other,2015,93.4,100.0,-6.599999999999994
California,Other,2015,107.0,100.0,7.000000000000001
Colorado,Other,2015,98.1,100.0,-1.900000000000006
Connecticut,Other,2015,109.0,100.0,9.0
Delaware,Other,2015,103.0,100.0,3.0
District of Columbia,Other,2015,109.3,100.0,9.299999999999997
Florida,Other,2015,96.9,100.0,-3.0999999999999943
Georgia,Other,2015,95.5,100.0,-4.5
Hawaii,Other,2015,104.1,100.0,4.099999999999994
Idaho,Other,2015,96.5,100.0,-3.5000000000000004
Illinois,Other,2015,99.4,100.0,-0.5999999999999943
Indiana,Other,2015,92.7,100.0,-7.299999999999997
Iowa,Other,2015,91.0,100.0,-9.0
Kansas,Other,2015,92.8,100.0,-7.200000000000002
Kentucky,Other,2015,93.2,100.0,-6.799999999999998
Louisiana,Other,2015,93.3,100.0,-6.700000000000003
Maine,Other,2015,101.6,100.0,1.5999999999999945
Maryland,Other,2015,106.8,100.0,6.799999999999998
Massachusetts,Other,2015,105.9,100.0,5.900000000000006
Michigan,Other,2015,95.4,100.0,-4.599999999999994
Minnesota,Other,2015,93.9,100.0,-6.099999999999994
Mississippi,Other,2015,93.4,100.0,-6.599999999999994
Missouri,Other,2015,92.5,100.0,-7.5
Montana,Other,2015,94.7,100.0,-5.299999999999997
Nebraska,Other,2015,91.2,100.0,-8.799999999999997
Nevada,Other,2015,100.5,100.0,0.5
New Hampshire,Other,2015,104.8,100.0,4.799999999999997
New Jersey,Other,2015,114.3,100.0,14.299999999999995
New Mexico,Other,2015,99.0,100.0,-1.0
New York,Other,2015,113.0,100.0,13.0
North Carolina,Other,2015,93.3,100.0,-6.700000000000003
North Dakota,Other,2015,90.9,100.0,-9.099999999999994
Ohio,Other,2015,91.6,100.0,-8.400000000000006
Oklahoma,Other,2015,93.4,100.0,-6.599999999999994
Oregon,Other,2015,96.0,100.0,-4.0
Pennsylvania,Other,2015,102.8,100.0,2.799999999999997
Rhode Island,Other,2015,101.5,100.0,1.5
South Carolina,Other,2015,93.3,100.0,-6.700000000000003
South Dakota,Other,2015,90.8,100.0,-9.200000000000003
Tennessee,Other,2015,93.3,100.0,-6.700000000000003
Texas,Other,2015,98.6,100.0,-1.4000000000000057
Utah,Other,2015,99.5,100.0,-0.5
Vermont,Other,2015,101.4,100.0,1.4000000000000057
Virginia,Other,2015,100.5,100.0,0.5
Washington,Other,2015,101.7,100.0,1.7000000000000028
West Virginia,Other,2015,95.0,100.0,-5.0
Wisconsin,Other,2015,93.1,100.0,-6.900000000000006
Wyoming,Other,2015,95.2,100.0,-4.799999999999997
United States,All items,2016,100.0,100.0,0.0
Alabama,All items,2016,86.1,100.0,-13.900000000000007
Alaska,All items,2016,105.7,100.0,5.700000000000003
Arizona,All items,2016,95.8,100.0,-4.200000000000003
Arkansas,All items,2016,86.8,100.0,-13.200000000000003
California,All items,2016,114.7,100.0,14.700000000000003
Colorado,All items,2016,101.7,100.0,1.7000000000000028
Connecticut,All items,2016,107.3,100.0,7.299999999999997
Delaware,All items,2016,100.0,100.0,0.0
District of Columbia,All items,2016,114.6,100.0,14.599999999999994
Florida,All items,2016,100.1,100.0,0.09999999999999432
Georgia,All items,2016,92.7,100.0,-7.299999999999997
Hawaii,All items,2016,118.9,100.0,18.900000000000006
Idaho,All items,2016,92.2,100.0,-7.799999999999997
Illinois,All items,2016,98.7,100.0,-1.2999999999999972
Indiana,All items,2016,89.7,100.0,-10.299999999999997
Iowa,All items,2016,90.0,100.0,-10.0
Kansas,All items,2016,90.1,100.0,-9.900000000000006
Kentucky,All items,2016,87.5,100.0,-12.5
Louisiana,All items,2016,89.9,100.0,-10.099999999999994
Maine,All items,2016,99.4,100.0,-0.5999999999999943
Maryland,All items,2016,109.0,100.0,9.0
Massachusetts,All items,2016,109.2,100.0,9.200000000000003
Michigan,All items,2016,92.8,100.0,-7.200000000000002
Minnesota,All items,2016,97.8,100.0,-2.200000000000003
Mississippi,All items,2016,86.0,100.0,-14.000000000000002
Missouri,All items,2016,89.5,100.0,-10.5
Montana,All items,2016,93.4,100.0,-6.599999999999994
Nebraska,All items,2016,90.1,100.0,-9.900000000000006
Nevada,All items,2016,96.0,100.0,-4.0
New Hampshire,All items,2016,106.8,100.0,6.799999999999998
New Jersey,All items,2016,114.1,100.0,14.099999999999993
New Mexico,All items,2016,92.4,100.0,-7.599999999999994
New York,All items,2016,116.4,100.0,16.400000000000006
North Carolina,All items,2016,91.3,100.0,-8.700000000000003
North Dakota,All items,2016,91.4,100.0,-8.599999999999994
Ohio,All items,2016,89.1,100.0,-10.900000000000006
Oklahoma,All items,2016,88.7,100.0,-11.299999999999997
Oregon,All items,2016,100.5,100.0,0.5
Pennsylvania,All items,2016,98.1,100.0,-1.900000000000006
Rhode Island,All items,2016,100.6,100.0,0.5999999999999943
South Carolina,All items,2016,90.7,100.0,-9.299999999999997
South Dakota,All items,2016,88.3,100.0,-11.700000000000003
Tennessee,All items,2016,89.6,100.0,-10.400000000000006
Texas,All items,2016,96.6,100.0,-3.4000000000000057
Utah,All items,2016,96.0,100.0,-4.0
Vermont,All items,2016,102.6,100.0,2.5999999999999943
Virginia,All items,2016,102.2,100.0,2.200000000000003
Washington,All items,2016,106.1,100.0,6.099999999999994
West Virginia,All items,2016,87.8,100.0,-12.200000000000003
Wisconsin,All items,2016,92.6,100.0,-7.400000000000005
Wyoming,All items,2016,95.9,100.0,-4.099999999999994
United States,Goods,2016,99.3,99.3,0.0
Alabama,Goods,2016,96.1,99.3,-3.2225579053373643
Alaska,Goods,2016,101.8,99.3,2.5176233635448138
Arizona,Goods,2016,95.7,99.3,-3.625377643504526
Arkansas,Goods,2016,94.8,99.3,-4.531722054380665
California,Goods,2016,103.9,99.3,4.632426988922466
Colorado,Goods,2016,98.2,99.3,-1.1077542799597124
Connecticut,Goods,2016,103.3,99.3,4.028197381671702
Delaware,Goods,2016,98.7,99.3,-0.6042296072507496
District of Columbia,Goods,2016,104.5,99.3,5.236656596173216
Florida,Goods,2016,98.2,99.3,-1.1077542799597124
Georgia,Goods,2016,97.1,99.3,-2.215508559919439
Hawaii,Goods,2016,112.1,99.3,12.890231621349443
Idaho,Goods,2016,97.1,99.3,-2.215508559919439
Illinois,Goods,2016,98.7,99.3,-0.6042296072507496
Indiana,Goods,2016,96.4,99.3,-2.9204431017119754
Iowa,Goods,2016,95.0,99.3,-4.330312185297077
Kansas,Goods,2016,95.4,99.3,-3.927492447129901
Kentucky,Goods,2016,94.6,99.3,-4.733131923464253
Louisiana,Goods,2016,96.4,99.3,-2.9204431017119754
Maine,Goods,2016,99.2,99.3,-0.10070493454178682
Maryland,Goods,2016,103.1,99.3,3.8267875125881137
Massachusetts,Goods,2016,102.3,99.3,3.0211480362537766
Michigan,Goods,2016,97.4,99.3,-1.91339375629405
Minnesota,Goods,2016,101.9,99.3,2.618328298086615
Mississippi,Goods,2016,94.1,99.3,-5.236656596173216
Missouri,Goods,2016,95.6,99.3,-3.7260825780463276
Montana,Goods,2016,98.0,99.3,-1.3091641490433004
Nebraska,Goods,2016,95.1,99.3,-4.22960725075529
Nevada,Goods,2016,94.4,99.3,-4.934541792547827
New Hampshire,Goods,2016,101.3,99.3,2.014098690835851
New Jersey,Goods,2016,102.4,99.3,3.1218529707955778
New Mexico,Goods,2016,95.6,99.3,-3.7260825780463276
New York,Goods,2016,108.7,99.3,9.466263846928506
North Carolina,Goods,2016,96.3,99.3,-3.0211480362537766
North Dakota,Goods,2016,95.0,99.3,-4.330312185297077
Ohio,Goods,2016,96.0,99.3,-3.3232628398791513
Oklahoma,Goods,2016,95.5,99.3,-3.8267875125881137
Oregon,Goods,2016,100.4,99.3,1.1077542799597266
Pennsylvania,Goods,2016,99.7,99.3,0.4028197381671759
Rhode Island,Goods,2016,99.1,99.3,-0.20140986908358796
South Carolina,Goods,2016,96.6,99.3,-2.719033232628402
South Dakota,Goods,2016,94.9,99.3,-4.431017119838863
Tennessee,Goods,2016,96.1,99.3,-3.2225579053373643
Texas,Goods,2016,97.1,99.3,-2.215508559919439
Utah,Goods,2016,95.1,99.3,-4.22960725075529
Vermont,Goods,2016,99.1,99.3,-0.20140986908358796
Virginia,Goods,2016,99.3,99.3,0.0
Washington,Goods,2016,104.9,99.3,5.639476334340392
West Virginia,Goods,2016,94.7,99.3,-4.632426988922451
Wisconsin,Goods,2016,96.2,99.3,-3.1218529707955636
Wyoming,Goods,2016,97.7,99.3,-1.6112789526686753
United States,Rents,2016,101.3,101.3,0.0
Alabama,Rents,2016,63.1,101.3,-37.70977295162882
Alaska,Rents,2016,137.4,101.3,35.63672260612044
Arizona,Rents,2016,91.7,101.3,-9.476801579466924
Arkansas,Rents,2016,63.7,101.3,-37.11747285291214
California,Rents,2016,148.2,101.3,46.29812438302072
Colorado,Rents,2016,117.5,101.3,15.992102665350446
Connecticut,Rents,2016,115.2,101.3,13.721618953603166
Delaware,Rents,2016,97.1,101.3,-4.146100691016785
District of Columbia,Rents,2016,145.1,101.3,43.237907206317864
Florida,Rents,2016,106.0,101.3,4.639684106614021
Georgia,Rents,2016,81.1,101.3,-19.940769990128334
Hawaii,Rents,2016,157.2,101.3,55.18262586377097
Idaho,Rents,2016,77.5,101.3,-23.494570582428427
Illinois,Rents,2016,98.4,101.3,-2.8627838104639602
Indiana,Rents,2016,73.7,101.3,-27.245804540967416
Iowa,Rents,2016,75.1,101.3,-25.863770977295164
Kansas,Rents,2016,74.5,101.3,-26.456071076011845
Kentucky,Rents,2016,67.1,101.3,-33.76110562685094
Louisiana,Rents,2016,76.1,101.3,-24.876604146100696
Maine,Rents,2016,94.3,101.3,-6.910167818361303
Maryland,Rents,2016,121.8,101.3,20.236920039486677
Massachusetts,Rents,2016,122.8,101.3,21.22408687068115
Michigan,Rents,2016,80.9,101.3,-20.138203356367217
Minnesota,Rents,2016,95.3,101.3,-5.923000987166831
Mississippi,Rents,2016,64.9,101.3,-35.93287265547877
Missouri,Rents,2016,73.0,101.3,-27.936821322803553
Montana,Rents,2016,80.9,101.3,-20.138203356367217
Nebraska,Rents,2016,76.1,101.3,-24.876604146100696
Nevada,Rents,2016,94.6,101.3,-6.614017769002964
New Hampshire,Rents,2016,118.1,101.3,16.584402764067125
New Jersey,Rents,2016,132.4,101.3,30.700888450148085
New Mexico,Rents,2016,80.1,101.3,-20.927936821322806
New York,Rents,2016,133.0,101.3,31.293188548864766
North Carolina,Rents,2016,78.5,101.3,-22.507403751233955
North Dakota,Rents,2016,82.7,101.3,-18.36130306021717
Ohio,Rents,2016,72.7,101.3,-28.23297137216189
Oklahoma,Rents,2016,70.1,101.3,-30.799605133267526
Oregon,Rents,2016,105.9,101.3,4.540967423494579
Pennsylvania,Rents,2016,88.7,101.3,-12.438302073050341
Rhode Island,Rents,2016,100.4,101.3,-0.8884501480750163
South Carolina,Rents,2016,77.1,101.3,-23.88943731490622
South Dakota,Rents,2016,69.2,101.3,-31.688055281342542
Tennessee,Rents,2016,75.7,101.3,-25.271470878578473
Texas,Rents,2016,93.7,101.3,-7.50246791707798
Utah,Rents,2016,94.2,101.3,-7.008884501480744
Vermont,Rents,2016,113.0,101.3,11.549851924975323
Virginia,Rents,2016,109.6,101.3,8.193484698914114
Washington,Rents,2016,116.0,101.3,14.51135241855874
West Virginia,Rents,2016,63.1,101.3,-37.70977295162882
Wisconsin,Rents,2016,84.7,101.3,-16.386969397828228
Wyoming,Rents,2016,92.8,101.3,-8.390918065153011
United States,Other,2016,100.0,100.0,0.0
Alabama,Other,2016,91.8,100.0,-8.200000000000003
Alaska,Other,2016,96.9,100.0,-3.0999999999999943
Arizona,Other,2016,98.9,100.0,-1.0999999999999943
Arkansas,Other,2016,92.4,100.0,-7.599999999999994
California,Other,2016,107.1,100.0,7.099999999999993
Colorado,Other,2016,96.6,100.0,-3.4000000000000057
Connecticut,Other,2016,107.0,100.0,7.000000000000001
Delaware,Other,2016,103.3,100.0,3.299999999999997
District of Columbia,Other,2016,108.9,100.0,8.900000000000006
Florida,Other,2016,98.0,100.0,-2.0
Georgia,Other,2016,95.9,100.0,-4.099999999999994
Hawaii,Other,2016,103.4,100.0,3.4000000000000057
Idaho,Other,2016,96.2,100.0,-3.799999999999997
Illinois,Other,2016,98.8,100.0,-1.2000000000000028
Indiana,Other,2016,92.1,100.0,-7.900000000000006
Iowa,Other,2016,91.5,100.0,-8.5
Kansas,Other,2016,93.0,100.0,-7.000000000000001
Kentucky,Other,2016,91.7,100.0,-8.299999999999997
Louisiana,Other,2016,92.4,100.0,-7.599999999999994
Maine,Other,2016,102.5,100.0,2.5
Maryland,Other,2016,106.4,100.0,6.400000000000006
Massachusetts,Other,2016,108.1,100.0,8.099999999999994
Michigan,Other,2016,94.8,100.0,-5.200000000000003
Minnesota,Other,2016,94.6,100.0,-5.400000000000006
Mississippi,Other,2016,91.7,100.0,-8.299999999999997
Missouri,Other,2016,92.2,100.0,-7.799999999999997
Montana,Other,2016,94.6,100.0,-5.400000000000006
Nebraska,Other,2016,91.6,100.0,-8.400000000000006
Nevada,Other,2016,99.3,100.0,-0.7000000000000028
New Hampshire,Other,2016,106.1,100.0,6.099999999999994
New Jersey,Other,2016,116.5,100.0,16.5
New Mexico,Other,2016,98.1,100.0,-1.900000000000006
New York,Other,2016,113.9,100.0,13.900000000000007
North Carolina,Other,2016,94.4,100.0,-5.599999999999994
North Dakota,Other,2016,91.4,100.0,-8.599999999999994
Ohio,Other,2016,91.3,100.0,-8.700000000000003
Oklahoma,Other,2016,92.4,100.0,-7.599999999999994
Oregon,Other,2016,97.3,100.0,-2.700000000000003
Pennsylvania,Other,2016,101.5,100.0,1.5
Rhode Island,Other,2016,102.4,100.0,2.4000000000000057
South Carolina,Other,2016,94.4,100.0,-5.599999999999994
South Dakota,Other,2016,91.3,100.0,-8.700000000000003
Tennessee,Other,2016,91.7,100.0,-8.299999999999997
Texas,Other,2016,98.0,100.0,-2.0
Utah,Other,2016,98.5,100.0,-1.5
Vermont,Other,2016,102.4,100.0,2.4000000000000057
Virginia,Other,2016,100.9,100.0,0.9000000000000057
Washington,Other,2016,101.9,100.0,1.900000000000006
West Virginia,Other,2016,95.8,100.0,-4.200000000000003
Wisconsin,Other,2016,92.5,100.0,-7.5
Wyoming,Other,2016,95.0,100.0,-5.0
United States,All items,2017,100.0,100.0,0.0
Alabama,All items,2017,85.5,100.0,-14.499999999999998
Alaska,All items,2017,105.9,100.0,5.900000000000006
Arizona,All items,2017,95.9,100.0,-4.099999999999994
Arkansas,All items,2017,85.7,100.0,-14.299999999999995
California,All items,2017,115.8,100.0,15.799999999999997
Colorado,All items,2017,101.6,100.0,1.5999999999999945
Connecticut,All items,2017,106.2,100.0,6.200000000000003
Delaware,All items,2017,99.8,100.0,-0.20000000000000281
District of Columbia,All items,2017,115.1,100.0,15.099999999999994
Florida,All items,2017,100.3,100.0,0.29999999999999716
Georgia,All items,2017,92.9,100.0,-7.099999999999993
Hawaii,All items,2017,119.2,100.0,19.200000000000003
Idaho,All items,2017,91.7,100.0,-8.299999999999997
Illinois,All items,2017,98.2,100.0,-1.7999999999999972
Indiana,All items,2017,89.6,100.0,-10.400000000000006
Iowa,All items,2017,90.2,100.0,-9.799999999999997
Kansas,All items,2017,90.0,100.0,-10.0
Kentucky,All items,2017,87.1,100.0,-12.900000000000006
Louisiana,All items,2017,88.9,100.0,-11.099999999999994
Maine,All items,2017,99.6,100.0,-0.40000000000000563
Maryland,All items,2017,108.3,100.0,8.299999999999997
Massachusetts,All items,2017,109.6,100.0,9.599999999999994
Michigan,All items,2017,92.7,100.0,-7.299999999999997
Minnesota,All items,2017,98.2,100.0,-1.7999999999999972
Mississippi,All items,2017,84.8,100.0,-15.200000000000003
Missouri,All items,2017,89.5,100.0,-10.5
Montana,All items,2017,93.4,100.0,-6.599999999999994
Nebraska,All items,2017,89.9,100.0,-10.099999999999994
Nevada,All items,2017,95.8,100.0,-4.200000000000003
New Hampshire,All items,2017,107.0,100.0,7.000000000000001
New Jersey,All items,2017,114.6,100.0,14.599999999999994
New Mexico,All items,2017,91.8,100.0,-8.200000000000003
New York,All items,2017,116.3,100.0,16.299999999999997
North Carolina,All items,2017,91.5,100.0,-8.5
North Dakota,All items,2017,90.6,100.0,-9.400000000000006
Ohio,All items,2017,88.9,100.0,-11.099999999999994
Oklahoma,All items,2017,88.0,100.0,-12.0
Oregon,All items,2017,101.3,100.0,1.2999999999999972
Pennsylvania,All items,2017,97.2,100.0,-2.799999999999997
Rhode Island,All items,2017,99.8,100.0,-0.20000000000000281
South Carolina,All items,2017,90.6,100.0,-9.400000000000006
South Dakota,All items,2017,88.7,100.0,-11.299999999999997
Tennessee,All items,2017,89.1,100.0,-10.900000000000006
Texas,All items,2017,96.5,100.0,-3.5000000000000004
Utah,All items,2017,95.3,100.0,-4.700000000000003
Vermont,All items,2017,103.8,100.0,3.799999999999997
Virginia,All items,2017,101.6,100.0,1.5999999999999945
Washington,All items,2017,107.5,100.0,7.5
West Virginia,All items,2017,87.2,100.0,-12.799999999999997
Wisconsin,All items,2017,92.4,100.0,-7.599999999999994
Wyoming,All items,2017,94.0,100.0,-6.0
United States,Goods,2017,99.3,99.3,0.0
Alabama,Goods,2017,95.7,99.3,-3.625377643504526
Alaska,Goods,2017,102.2,99.3,2.9204431017119896
Arizona,Goods,2017,94.8,99.3,-4.531722054380665
Arkansas,Goods,2017,94.6,99.3,-4.733131923464253
California,Goods,2017,104.9,99.3,5.639476334340392
Colorado,Goods,2017,97.4,99.3,-1.91339375629405
Connecticut,Goods,2017,102.6,99.3,3.3232628398791513
Delaware,Goods,2017,98.1,99.3,-1.2084592145015136
District of Columbia,Goods,2017,104.1,99.3,4.833836858006039
Florida,Goods,2017,97.8,99.3,-1.5105740181268883
Georgia,Goods,2017,96.6,99.3,-2.719033232628402
Hawaii,Goods,2017,112.8,99.3,13.595166163141995
Idaho,Goods,2017,96.3,99.3,-3.0211480362537766
Illinois,Goods,2017,99.1,99.3,-0.20140986908358796
Indiana,Goods,2017,96.1,99.3,-3.2225579053373643
Iowa,Goods,2017,95.1,99.3,-4.22960725075529
Kansas,Goods,2017,95.4,99.3,-3.927492447129901
Kentucky,Goods,2017,94.7,99.3,-4.632426988922451
Louisiana,Goods,2017,95.8,99.3,-3.5246727089627394
Maine,Goods,2017,99.5,99.3,0.20140986908358796
Maryland,Goods,2017,102.5,99.3,3.2225579053373643
Massachusetts,Goods,2017,102.9,99.3,3.6253776435045406
Michigan,Goods,2017,96.9,99.3,-2.4169184290030126
Minnesota,Goods,2017,102.1,99.3,2.8197381671701884
Mississippi,Goods,2017,94.2,99.3,-5.135951661631415
Missouri,Goods,2017,96.0,99.3,-3.3232628398791513
Montana,Goods,2017,97.0,99.3,-2.3162134944612256
Nebraska,Goods,2017,95.1,99.3,-4.22960725075529
Nevada,Goods,2017,93.7,99.3,-5.639476334340377
New Hampshire,Goods,2017,101.5,99.3,2.215508559919439
New Jersey,Goods,2017,103.3,99.3,4.028197381671702
New Mexico,Goods,2017,94.8,99.3,-4.531722054380665
New York,Goods,2017,108.4,99.3,9.164149043303132
North Carolina,Goods,2017,95.7,99.3,-3.625377643504526
North Dakota,Goods,2017,95.1,99.3,-4.22960725075529
Ohio,Goods,2017,95.8,99.3,-3.5246727089627394
Oklahoma,Goods,2017,95.2,99.3,-4.128902316213489
Oregon,Goods,2017,101.9,99.3,2.618328298086615
Pennsylvania,Goods,2017,99.7,99.3,0.4028197381671759
