Season,Season type,Referee,Games,foul_type,foul_called,foul_per_game,z_score
2019-20,Regular Season,Karl Lane,56,Shooting,307,5.48,-1.19
2019-20,Regular Season,Karl Lane,56,Loose ball,34,0.61,-0.75
2019-20,Regular Season,Karl Lane,56,Offensive charge,23,0.41,0.25
2019-20,Regular Season,Karl Lane,56,Offensive,6,0.11,-0.69
2019-20,Regular Season,Karl Lane,56,Technical,8,0.14,-0.68
2019-20,Regular Season,Karl Lane,56,Defensive goaltending,7,0.12,-0.23
2019-20,Regular Season,Karl Lane,56,Defensive 3 seconds,12,0.21,0.98
2019-20,Regular Season,Ken Mauer,46,Total fouls,677,14.72,0.57
2019-20,Regular Season,Ken Mauer,46,Shooting,324,7.04,1.02
2019-20,Regular Season,Ken Mauer,46,Loose ball,39,0.85,0.24
2019-20,Regular Season,Ken Mauer,46,Offensive charge,20,0.43,0.49
2019-20,Regular Season,Ken Mauer,46,Offensive,3,0.07,-0.84
2019-20,Regular Season,Ken Mauer,46,Technical,16,0.35,1.01
2019-20,Regular Season,Ken Mauer,46,Defensive goaltending,9,0.2,0.88
2019-20,Regular Season,Ken Mauer,46,Defensive 3 seconds,2,0.04,-0.86
2019-20,Regular Season,Kevin Cutler,56,Total fouls,665,11.88,-1.4
2019-20,Regular Season,Kevin Cutler,56,Shooting,325,5.8,-0.73
2019-20,Regular Season,Kevin Cutler,56,Loose ball,37,0.66,-0.53
2019-20,Regular Season,Kevin Cutler,56,Offensive charge,18,0.32,-0.63
2019-20,Regular Season,Kevin Cutler,56,Offensive,2,0.04,-0.94
2019-20,Regular Season,Kevin Cutler,56,Technical,7,0.12,-0.83
2019-20,Regular Season,Kevin Cutler,56,Defensive goaltending,8,0.14,0.05
2019-20,Regular Season,Kevin Cutler,56,Defensive 3 seconds,3,0.05,-0.76
2019-20,Regular Season,Kevin Scott,54,Total fouls,806,14.93,0.71
2019-20,Regular Season,Kevin Scott,54,Shooting,344,6.37,0.07
2019-20,Regular Season,Kevin Scott,54,Loose ball,49,0.91,0.48
2019-20,Regular Season,Kevin Scott,54,Offensive charge,22,0.41,0.22
2019-20,Regular Season,Kevin Scott,54,Offensive,3,0.06,-0.87
2019-20,Regular Season,Kevin Scott,54,Technical,14,0.26,0.28
2019-20,Regular Season,Kevin Scott,54,Defensive goaltending,9,0.17,0.42
2019-20,Regular Season,Kevin Scott,54,Defensive 3 seconds,2,0.04,-0.93
2019-20,Regular Season,Lauren Holtkamp-Sterling,20,Total fouls,263,13.15,-0.52
2019-20,Regular Season,Lauren Holtkamp-Sterling,20,Shooting,147,7.35,1.45
2019-20,Regular Season,Lauren Holtkamp-Sterling,20,Loose ball,6,0.3,-2.0
2019-20,Regular Season,Lauren Holtkamp-Sterling,20,Offensive charge,8,0.4,0.14
2019-20,Regular Season,Lauren Holtkamp-Sterling,20,Offensive,2,0.1,-0.71
2019-20,Regular Season,Lauren Holtkamp-Sterling,20,Technical,3,0.15,-0.62
2019-20,Regular Season,Lauren Holtkamp-Sterling,20,Defensive goaltending,2,0.1,-0.62
2019-20,Regular Season,Lauren Holtkamp-Sterling,20,Defensive 3 seconds,2,0.1,-0.25
2019-20,Regular Season,Leon Wood,45,Total fouls,641,14.24,0.24
2019-20,Regular Season,Leon Wood,45,Shooting,308,6.84,0.74
2019-20,Regular Season,Leon Wood,45,Loose ball,42,0.93,0.59
2019-20,Regular Season,Leon Wood,45,Offensive charge,17,0.38,-0.08
2019-20,Regular Season,Leon Wood,45,Offensive,7,0.16,-0.51
2019-20,Regular Season,Leon Wood,45,Technical,6,0.13,-0.76
2019-20,Regular Season,Leon Wood,45,Defensive goaltending,9,0.2,0.95
2019-20,Regular Season,Leon Wood,45,Defensive 3 seconds,9,0.2,0.83
2019-20,Regular Season,Leroy Richardson,34,Total fouls,474,13.94,0.03
2019-20,Regular Season,Leroy Richardson,34,Shooting,224,6.59,0.38
2019-20,Regular Season,Leroy Richardson,34,Loose ball,24,0.71,-0.34
2019-20,Regular Season,Leroy Richardson,34,Offensive charge,14,0.41,0.26
2019-20,Regular Season,Leroy Richardson,34,Offensive,3,0.09,-0.75
2019-20,Regular Season,Leroy Richardson,34,Technical,2,0.06,-1.37
2019-20,Regular Season,Leroy Richardson,34,Defensive goaltending,8,0.24,1.5
2019-20,Regular Season,Leroy Richardson,34,Defensive 3 seconds,5,0.15,0.26
2019-20,Regular Season,Marat Kogut,53,Total fouls,783,14.77,0.61
2019-20,Regular Season,Marat Kogut,53,Shooting,361,6.81,0.69
2019-20,Regular Season,Marat Kogut,53,Loose ball,38,0.72,-0.3
2019-20,Regular Season,Marat Kogut,53,Offensive charge,22,0.42,0.29
2019-20,Regular Season,Marat Kogut,53,Offensive,7,0.13,-0.6
2019-20,Regular Season,Marat Kogut,53,Technical,10,0.19,-0.3
2019-20,Regular Season,Marat Kogut,53,Defensive goaltending,8,0.15,0.18
2019-20,Regular Season,Marat Kogut,53,Defensive 3 seconds,6,0.11,-0.11
2019-20,Regular Season,Marc Davis,51,Total fouls,752,14.75,0.59
2019-20,Regular Season,Marc Davis,51,Shooting,360,7.06,1.04
2019-20,Regular Season,Marc Davis,51,Loose ball,30,0.59,-0.82
2019-20,Regular Season,Marc Davis,51,Offensive charge,24,0.47,0.84
2019-20,Regular Season,Marc Davis,51,Offensive,5,0.1,-0.72
2019-20,Regular Season,Marc Davis,51,Technical,21,0.41,1.54
2019-20,Regular Season,Marc Davis,51,Defensive goaltending,11,0.22,1.19
2019-20,Regular Season,Marc Davis,51,Defensive 3 seconds,4,0.08,-0.49
2019-20,Regular Season,Mark Ayotte,52,Total fouls,774,14.88,0.68
2019-20,Regular Season,Mark Ayotte,52,Shooting,392,7.54,1.72
2019-20,Regular Season,Mark Ayotte,52,Loose ball,33,0.63,-0.63
2019-20,Regular Season,Mark Ayotte,52,Offensive charge,24,0.46,0.75
2019-20,Regular Season,Mark Ayotte,52,Offensive,1,0.02,-1.0
2019-20,Regular Season,Mark Ayotte,52,Technical,9,0.17,-0.43
2019-20,Regular Season,Mark Ayotte,52,Defensive goaltending,7,0.13,-0.08
2019-20,Regular Season,Mark Ayotte,52,Defensive 3 seconds,4,0.08,-0.5
2019-20,Regular Season,Mark Lindsay,52,Total fouls,855,16.44,1.76
2019-20,Regular Season,Mark Lindsay,52,Shooting,384,7.38,1.5
2019-20,Regular Season,Mark Lindsay,52,Loose ball,40,0.77,-0.08
2019-20,Regular Season,Mark Lindsay,52,Offensive charge,26,0.5,1.13
2019-20,Regular Season,Mark Lindsay,52,Offensive,3,0.06,-0.86
2019-20,Regular Season,Mark Lindsay,52,Technical,15,0.29,0.52
2019-20,Regular Season,Mark Lindsay,52,Defensive goaltending,9,0.17,0.52
2019-20,Regular Season,Mark Lindsay,52,Defensive 3 seconds,21,0.4,3.04
2019-20,Regular Season,Matt Boland,43,Total fouls,560,13.02,-0.61
2019-20,Regular Season,Matt Boland,43,Shooting,264,6.14,-0.26
2019-20,Regular Season,Matt Boland,43,Loose ball,47,1.09,1.24
2019-20,Regular Season,Matt Boland,43,Offensive charge,16,0.37,-0.13
2019-20,Regular Season,Matt Boland,43,Offensive,2,0.05,-0.9
2019-20,Regular Season,Matt Boland,43,Technical,7,0.16,-0.51
2019-20,Regular Season,Matt Boland,43,Defensive goaltending,4,0.09,-0.73
2019-20,Regular Season,Matt Boland,43,Defensive 3 seconds,5,0.12,-0.08
2019-20,Regular Season,Matt Myers,29,Total fouls,361,12.45,-1.0
2019-20,Regular Season,Matt Myers,29,Shooting,166,5.72,-0.85
2019-20,Regular Season,Matt Myers,29,Loose ball,21,0.72,-0.27
2019-20,Regular Season,Matt Myers,29,Offensive charge,11,0.38,-0.06
2019-20,Regular Season,Matt Myers,29,Offensive,2,0.07,-0.82
2019-20,Regular Season,Matt Myers,29,Technical,1,0.03,-1.57
2019-20,Regular Season,Matt Myers,29,Defensive goaltending,3,0.1,-0.57
2019-20,Regular Season,Matt Myers,29,Defensive 3 seconds,1,0.03,-0.96
2019-20,Regular Season,Michael Smith,50,Total fouls,885,17.7,2.63
2019-20,Regular Season,Michael Smith,50,Shooting,387,7.74,2.01
2019-20,Regular Season,Michael Smith,50,Loose ball,43,0.86,0.29
2019-20,Regular Season,Michael Smith,50,Offensive charge,28,0.56,1.73
2019-20,Regular Season,Michael Smith,50,Offensive,5,0.1,-0.71
2019-20,Regular Season,Michael Smith,50,Technical,12,0.24,0.12
2019-20,Regular Season,Michael Smith,50,Defensive goaltending,8,0.16,0.32
2019-20,Regular Season,Michael Smith,50,Defensive 3 seconds,24,0.48,3.86
2019-20,Regular Season,Mitchell Ervin,54,Total fouls,814,15.07,0.81
2019-20,Regular Season,Mitchell Ervin,54,Shooting,400,7.41,1.53
2019-20,Regular Season,Mitchell Ervin,54,Loose ball,66,1.22,1.77
2019-20,Regular Season,Mitchell Ervin,54,Offensive charge,13,0.24,-1.43
2019-20,Regular Season,Mitchell Ervin,54,Offensive,4,0.07,-0.8
2019-20,Regular Season,Mitchell Ervin,54,Technical,10,0.19,-0.33
2019-20,Regular Season,Mitchell Ervin,54,Defensive goaltending,8,0.15,0.13
2019-20,Regular Season,Mitchell Ervin,54,Defensive 3 seconds,2,0.04,-0.93
2019-20,Regular Season,Mousa Dagher,32,Total fouls,467,14.59,0.48
2019-20,Regular Season,Mousa Dagher,32,Shooting,187,5.84,-0.68
2019-20,Regular Season,Mousa Dagher,32,Loose ball,29,0.91,0.48
2019-20,Regular Season,Mousa Dagher,32,Offensive charge,21,0.66,2.68
2019-20,Regular Season,Mousa Dagher,32,Offensive,0,0.0,-1.07
2019-20,Regular Season,Mousa Dagher,32,Technical,10,0.31,0.72
2019-20,Regular Season,Mousa Dagher,32,Defensive goaltending,8,0.25,1.73
2019-20,Regular Season,Mousa Dagher,32,Defensive 3 seconds,4,0.12,0.02
2019-20,Regular Season,Natalie Sago,32,Total fouls,388,12.12,-1.23
2019-20,Regular Season,Natalie Sago,32,Shooting,216,6.75,0.61
2019-20,Regular Season,Natalie Sago,32,Loose ball,17,0.53,-1.06
2019-20,Regular Season,Natalie Sago,32,Offensive charge,13,0.41,0.21
2019-20,Regular Season,Natalie Sago,32,Offensive,2,0.06,-0.85
2019-20,Regular Season,Natalie Sago,32,Technical,11,0.34,0.98
2019-20,Regular Season,Natalie Sago,32,Defensive goaltending,3,0.09,-0.72
2019-20,Regular Season,Natalie Sago,32,Defensive 3 seconds,0,0.0,-1.33
2019-20,Regular Season,Nate Green,27,Total fouls,342,12.67,-0.85
2019-20,Regular Season,Nate Green,27,Shooting,174,6.44,0.17
2019-20,Regular Season,Nate Green,27,Loose ball,15,0.56,-0.96
2019-20,Regular Season,Nate Green,27,Offensive charge,8,0.3,-0.88
2019-20,Regular Season,Nate Green,27,Offensive,6,0.22,-0.27
2019-20,Regular Season,Nate Green,27,Technical,10,0.37,1.19
2019-20,Regular Season,Nate Green,27,Defensive goaltending,2,0.07,-1.03
2019-20,Regular Season,Nate Green,27,Defensive 3 seconds,1,0.04,-0.93
2019-20,Regular Season,Nick Buchert,55,Total fouls,853,15.51,1.12
2019-20,Regular Season,Nick Buchert,55,Shooting,354,6.44,0.16
2019-20,Regular Season,Nick Buchert,55,Loose ball,55,1.0,0.86
2019-20,Regular Season,Nick Buchert,55,Offensive charge,24,0.44,0.5
2019-20,Regular Season,Nick Buchert,55,Offensive,14,0.25,-0.15
2019-20,Regular Season,Nick Buchert,55,Technical,14,0.25,0.24
2019-20,Regular Season,Nick Buchert,55,Defensive goaltending,7,0.13,-0.19
2019-20,Regular Season,Nick Buchert,55,Defensive 3 seconds,11,0.2,0.83
2019-20,Regular Season,Pat Fraher,53,Total fouls,750,14.15,0.18
2019-20,Regular Season,Pat Fraher,53,Shooting,403,7.6,1.81
2019-20,Regular Season,Pat Fraher,53,Loose ball,27,0.51,-1.15
2019-20,Regular Season,Pat Fraher,53,Offensive charge,16,0.3,-0.83
2019-20,Regular Season,Pat Fraher,53,Offensive,10,0.19,-0.39
2019-20,Regular Season,Pat Fraher,53,Technical,25,0.47,2.03
2019-20,Regular Season,Pat Fraher,53,Defensive goaltending,5,0.09,-0.71
2019-20,Regular Season,Pat Fraher,53,Defensive 3 seconds,5,0.09,-0.31
2019-20,Regular Season,Phenizee Ransom,29,Total fouls,329,11.34,-1.77
2019-20,Regular Season,Phenizee Ransom,29,Shooting,163,5.62,-0.99
2019-20,Regular Season,Phenizee Ransom,29,Loose ball,9,0.31,-1.96
2019-20,Regular Season,Phenizee Ransom,29,Offensive charge,11,0.38,-0.06
2019-20,Regular Season,Phenizee Ransom,29,Offensive,5,0.17,-0.45
2019-20,Regular Season,Phenizee Ransom,29,Technical,2,0.07,-1.29
2019-20,Regular Season,Phenizee Ransom,29,Defensive goaltending,1,0.03,-1.65
2019-20,Regular Season,Phenizee Ransom,29,Defensive 3 seconds,0,0.0,-1.33
2019-20,Regular Season,Ray Acosta,49,Total fouls,718,14.65,0.52
2019-20,Regular Season,Ray Acosta,49,Shooting,364,7.43,1.56
2019-20,Regular Season,Ray Acosta,49,Loose ball,45,0.92,0.53
2019-20,Regular Season,Ray Acosta,49,Offensive charge,18,0.37,-0.18
2019-20,Regular Season,Ray Acosta,49,Offensive,5,0.1,-0.7
2019-20,Regular Season,Ray Acosta,49,Technical,14,0.29,0.5
2019-20,Regular Season,Ray Acosta,49,Defensive goaltending,4,0.08,-0.91
2019-20,Regular Season,Ray Acosta,49,Defensive 3 seconds,2,0.04,-0.89
2019-20,Regular Season,Rodney Mott,48,Total fouls,681,14.19,0.2
2019-20,Regular Season,Rodney Mott,48,Shooting,278,5.79,-0.75
2019-20,Regular Season,Rodney Mott,48,Loose ball,66,1.38,2.4
2019-20,Regular Season,Rodney Mott,48,Offensive charge,27,0.56,1.75
2019-20,Regular Season,Rodney Mott,48,Offensive,11,0.23,-0.24
2019-20,Regular Season,Rodney Mott,48,Technical,4,0.08,-1.17
2019-20,Regular Season,Rodney Mott,48,Defensive goaltending,9,0.19,0.75
2019-20,Regular Season,Rodney Mott,48,Defensive 3 seconds,7,0.15,0.24
2019-20,Regular Season,Scott Foster,53,Total fouls,845,15.94,1.42
2019-20,Regular Season,Scott Foster,53,Shooting,388,7.32,1.41
2019-20,Regular Season,Scott Foster,53,Loose ball,57,1.08,1.17
2019-20,Regular Season,Scott Foster,53,Offensive charge,30,0.57,1.79
2019-20,Regular Season,Scott Foster,53,Offensive,9,0.17,-0.46
2019-20,Regular Season,Scott Foster,53,Technical,13,0.25,0.16
2019-20,Regular Season,Scott Foster,53,Defensive goaltending,17,0.32,2.84
2019-20,Regular Season,Scott Foster,53,Defensive 3 seconds,7,0.13,0.09
2019-20,Regular Season,Scott Twardoski,53,Total fouls,726,13.7,-0.14
2019-20,Regular Season,Scott Twardoski,53,Shooting,333,6.28,-0.06
2019-20,Regular Season,Scott Twardoski,53,Loose ball,44,0.83,0.17
2019-20,Regular Season,Scott Twardoski,53,Offensive charge,18,0.34,-0.45
2019-20,Regular Season,Scott Twardoski,53,Offensive,2,0.04,-0.94
2019-20,Regular Season,Scott Twardoski,53,Technical,13,0.25,0.16
2019-20,Regular Season,Scott Twardoski,53,Defensive goaltending,8,0.15,0.18
2019-20,Regular Season,Scott Twardoski,53,Defensive 3 seconds,1,0.02,-1.13
2019-20,Regular Season,Scott Wall,42,Total fouls,637,15.17,0.88
2019-20,Regular Season,Scott Wall,42,Shooting,314,7.48,1.63
2019-20,Regular Season,Scott Wall,42,Loose ball,37,0.88,0.37
2019-20,Regular Season,Scott Wall,42,Offensive charge,16,0.38,-0.04
2019-20,Regular Season,Scott Wall,42,Offensive,5,0.12,-0.64
2019-20,Regular Season,Scott Wall,42,Technical,12,0.29,0.5
2019-20,Regular Season,Scott Wall,42,Defensive goaltending,8,0.19,0.8
2019-20,Regular Season,Scott Wall,42,Defensive 3 seconds,0,0.0,-1.33
2019-20,Regular Season,Sean Corbin,53,Total fouls,814,15.36,1.01
2019-20,Regular Season,Sean Corbin,53,Shooting,398,7.51,1.68
2019-20,Regular Season,Sean Corbin,53,Loose ball,20,0.38,-1.69
2019-20,Regular Season,Sean Corbin,53,Offensive charge,16,0.3,-0.83
2019-20,Regular Season,Sean Corbin,53,Offensive,15,0.28,-0.05
2019-20,Regular Season,Sean Corbin,53,Technical,6,0.11,-0.92
2019-20,Regular Season,Sean Corbin,53,Defensive goaltending,18,0.34,3.13
2019-20,Regular Season,Sean Corbin,53,Defensive 3 seconds,5,0.09,-0.31
2019-20,Regular Season,Sean Wright,51,Total fouls,811,15.9,1.39
2019-20,Regular Season,Sean Wright,51,Shooting,369,7.24,1.29
2019-20,Regular Season,Sean Wright,51,Loose ball,47,0.92,0.54
2019-20,Regular Season,Sean Wright,51,Offensive charge,26,0.51,1.23
2019-20,Regular Season,Sean Wright,51,Offensive,9,0.18,-0.44
2019-20,Regular Season,Sean Wright,51,Technical,9,0.18,-0.4
2019-20,Regular Season,Sean Wright,51,Defensive goaltending,14,0.27,2.11
2019-20,Regular Season,Sean Wright,51,Defensive 3 seconds,7,0.14,0.15
2019-20,Regular Season,Simone Jelks,16,Total fouls,177,11.06,-1.96
2019-20,Regular Season,Simone Jelks,16,Shooting,83,5.19,-1.6
2019-20,Regular Season,Simone Jelks,16,Loose ball,8,0.5,-1.18
2019-20,Regular Season,Simone Jelks,16,Offensive charge,1,0.06,-3.2
2019-20,Regular Season,Simone Jelks,16,Offensive,1,0.06,-0.85
2019-20,Regular Season,Simone Jelks,16,Technical,0,0.0,-1.85
2019-20,Regular Season,Simone Jelks,16,Defensive goaltending,2,0.12,-0.23
2019-20,Regular Season,Simone Jelks,16,Defensive 3 seconds,1,0.06,-0.66
2019-20,Regular Season,Suyash Mehta,13,Total fouls,119,9.15,-3.29
2019-20,Regular Season,Suyash Mehta,13,Shooting,49,3.77,-3.61
2019-20,Regular Season,Suyash Mehta,13,Loose ball,5,0.38,-1.66
2019-20,Regular Season,Suyash Mehta,13,Offensive charge,5,0.38,-0.01
2019-20,Regular Season,Suyash Mehta,13,Offensive,0,0.0,-1.07
2019-20,Regular Season,Suyash Mehta,13,Technical,1,0.08,-1.22
2019-20,Regular Season,Suyash Mehta,13,Defensive goaltending,3,0.23,1.43
2019-20,Regular Season,Suyash Mehta,13,Defensive 3 seconds,0,0.0,-1.33
2019-20,Regular Season,Tom Washington,47,Total fouls,592,12.6,-0.9
2019-20,Regular Season,Tom Washington,47,Shooting,284,6.04,-0.4
2019-20,Regular Season,Tom Washington,47,Loose ball,18,0.38,-1.66
2019-20,Regular Season,Tom Washington,47,Offensive charge,12,0.26,-1.29
2019-20,Regular Season,Tom Washington,47,Offensive,6,0.13,-0.61
2019-20,Regular Season,Tom Washington,47,Technical,7,0.15,-0.63
2019-20,Regular Season,Tom Washington,47,Defensive goaltending,3,0.06,-1.19
2019-20,Regular Season,Tom Washington,47,Defensive 3 seconds,4,0.09,-0.41
2019-20,Regular Season,Tony Brothers,54,Total fouls,744,13.78,-0.08
2019-20,Regular Season,Tony Brothers,54,Shooting,357,6.61,0.41
2019-20,Regular Season,Tony Brothers,54,Loose ball,47,0.87,0.33
2019-20,Regular Season,Tony Brothers,54,Offensive charge,28,0.52,1.32
2019-20,Regular Season,Tony Brothers,54,Offensive,6,0.11,-0.67
2019-20,Regular Season,Tony Brothers,54,Technical,15,0.28,0.43
2019-20,Regular Season,Tony Brothers,54,Defensive goaltending,7,0.13,-0.16
2019-20,Regular Season,Tony Brothers,54,Defensive 3 seconds,15,0.28,1.67
2019-20,Regular Season,Tony Brown,54,Total fouls,858,15.89,1.38
2019-20,Regular Season,Tony Brown,54,Shooting,350,6.48,0.23
2019-20,Regular Season,Tony Brown,54,Loose ball,48,0.89,0.41
2019-20,Regular Season,Tony Brown,54,Offensive charge,22,0.41,0.22
2019-20,Regular Season,Tony Brown,54,Offensive,3,0.06,-0.87
2019-20,Regular Season,Tony Brown,54,Technical,15,0.28,0.43
2019-20,Regular Season,Tony Brown,54,Defensive goaltending,10,0.19,0.71
2019-20,Regular Season,Tony Brown,54,Defensive 3 seconds,9,0.17,0.47
2019-20,Regular Season,Tre Maddox,54,Total fouls,765,14.17,0.19
2019-20,Regular Season,Tre Maddox,54,Shooting,346,6.41,0.12
2019-20,Regular Season,Tre Maddox,54,Loose ball,45,0.83,0.18
2019-20,Regular Season,Tre Maddox,54,Offensive charge,27,0.5,1.13
2019-20,Regular Season,Tre Maddox,54,Offensive,7,0.13,-0.6
2019-20,Regular Season,Tre Maddox,54,Technical,18,0.33,0.89
2019-20,Regular Season,Tre Maddox,54,Defensive goaltending,3,0.06,-1.32
2019-20,Regular Season,Tre Maddox,54,Defensive 3 seconds,4,0.07,-0.53
2019-20,Regular Season,Tyler Ford,55,Total fouls,858,15.6,1.18
2019-20,Regular Season,Tyler Ford,55,Shooting,390,7.09,1.09
2019-20,Regular Season,Tyler Ford,55,Loose ball,48,0.87,0.34
2019-20,Regular Season,Tyler Ford,55,Offensive charge,23,0.42,0.32
2019-20,Regular Season,Tyler Ford,55,Offensive,3,0.05,-0.88
2019-20,Regular Season,Tyler Ford,55,Technical,19,0.35,0.99
2019-20,Regular Season,Tyler Ford,55,Defensive goaltending,9,0.16,0.38
2019-20,Regular Season,Tyler Ford,55,Defensive 3 seconds,9,0.16,0.44
2019-20,Regular Season,Zach Zarba,52,Total fouls,772,14.85,0.66
2019-20,Regular Season,Zach Zarba,52,Shooting,359,6.9,0.82
2019-20,Regular Season,Zach Zarba,52,Loose ball,56,1.08,1.18
2019-20,Regular Season,Zach Zarba,52,Offensive charge,24,0.46,0.75
2019-20,Regular Season,Zach Zarba,52,Offensive,7,0.13,-0.59
2019-20,Regular Season,Zach Zarba,52,Technical,14,0.27,0.36
2019-20,Regular Season,Zach Zarba,52,Defensive goaltending,6,0.12,-0.38
2019-20,Regular Season,Zach Zarba,52,Defensive 3 seconds,4,0.08,-0.5
