Season,Season type,Referee,Games,foul_type,foul_called,foul_per_game,z_score
2018-19,Regular Season,David Guthrie,61,Offensive,7,0.11,-0.66
2018-19,Regular Season,David Guthrie,61,Technical,30,0.49,2.19
2018-19,Regular Season,David Guthrie,61,Defensive goaltending,11,0.18,0.64
2018-19,Regular Season,David Guthrie,61,Defensive 3 seconds,8,0.13,0.08
2018-19,Regular Season,Dedric Taylor,64,Total fouls,871,13.61,-0.2
2018-19,Regular Season,Dedric Taylor,64,Shooting,416,6.5,0.25
2018-19,Regular Season,Dedric Taylor,64,Loose ball,52,0.81,0.09
2018-19,Regular Season,Dedric Taylor,64,Offensive charge,19,0.3,-0.88
2018-19,Regular Season,Dedric Taylor,64,Offensive,6,0.09,-0.73
2018-19,Regular Season,Dedric Taylor,64,Technical,13,0.2,-0.18
2018-19,Regular Season,Dedric Taylor,64,Defensive goaltending,9,0.14,0.02
2018-19,Regular Season,Dedric Taylor,64,Defensive 3 seconds,9,0.14,0.19
2018-19,Regular Season,Derek Richardson,50,Total fouls,611,12.22,-1.16
2018-19,Regular Season,Derek Richardson,50,Shooting,275,5.5,-1.16
2018-19,Regular Season,Derek Richardson,50,Loose ball,28,0.56,-0.94
2018-19,Regular Season,Derek Richardson,50,Offensive charge,17,0.34,-0.45
2018-19,Regular Season,Derek Richardson,50,Offensive,3,0.06,-0.86
2018-19,Regular Season,Derek Richardson,50,Technical,9,0.18,-0.37
2018-19,Regular Season,Derek Richardson,50,Defensive goaltending,6,0.12,-0.31
2018-19,Regular Season,Derek Richardson,50,Defensive 3 seconds,8,0.16,0.4
2018-19,Regular Season,Derrick Collins,60,Total fouls,747,12.45,-1.0
2018-19,Regular Season,Derrick Collins,60,Shooting,367,6.12,-0.29
2018-19,Regular Season,Derrick Collins,60,Loose ball,31,0.52,-1.12
2018-19,Regular Season,Derrick Collins,60,Offensive charge,22,0.37,-0.19
2018-19,Regular Season,Derrick Collins,60,Offensive,5,0.08,-0.77
2018-19,Regular Season,Derrick Collins,60,Technical,5,0.08,-1.17
2018-19,Regular Season,Derrick Collins,60,Defensive goaltending,4,0.07,-1.14
2018-19,Regular Season,Derrick Collins,60,Defensive 3 seconds,9,0.15,0.29
2018-19,Regular Season,Ed Malloy,65,Total fouls,853,13.12,-0.54
2018-19,Regular Season,Ed Malloy,65,Shooting,422,6.49,0.24
2018-19,Regular Season,Ed Malloy,65,Loose ball,29,0.45,-1.4
2018-19,Regular Season,Ed Malloy,65,Offensive charge,19,0.29,-0.92
2018-19,Regular Season,Ed Malloy,65,Offensive,3,0.05,-0.91
2018-19,Regular Season,Ed Malloy,65,Technical,17,0.26,0.3
2018-19,Regular Season,Ed Malloy,65,Defensive goaltending,14,0.22,1.19
2018-19,Regular Season,Ed Malloy,65,Defensive 3 seconds,1,0.02,-1.17
2018-19,Regular Season,Eric Dalen,60,Total fouls,825,13.75,-0.1
2018-19,Regular Season,Eric Dalen,60,Shooting,448,7.47,1.62
2018-19,Regular Season,Eric Dalen,60,Loose ball,37,0.62,-0.71
2018-19,Regular Season,Eric Dalen,60,Offensive charge,21,0.35,-0.35
2018-19,Regular Season,Eric Dalen,60,Offensive,4,0.07,-0.83
2018-19,Regular Season,Eric Dalen,60,Technical,9,0.15,-0.62
2018-19,Regular Season,Eric Dalen,60,Defensive goaltending,11,0.18,0.68
2018-19,Regular Season,Eric Dalen,60,Defensive 3 seconds,5,0.08,-0.43
2018-19,Regular Season,Eric Lewis,63,Total fouls,1015,16.11,1.53
2018-19,Regular Season,Eric Lewis,63,Shooting,393,6.24,-0.12
2018-19,Regular Season,Eric Lewis,63,Loose ball,74,1.17,1.58
2018-19,Regular Season,Eric Lewis,63,Offensive charge,36,0.57,1.84
2018-19,Regular Season,Eric Lewis,63,Offensive,4,0.06,-0.84
2018-19,Regular Season,Eric Lewis,63,Technical,31,0.49,2.2
2018-19,Regular Season,Eric Lewis,63,Defensive goaltending,5,0.08,-0.94
2018-19,Regular Season,Eric Lewis,63,Defensive 3 seconds,15,0.24,1.24
2018-19,Regular Season,Evan Scott,10,Total fouls,108,10.8,-2.15
2018-19,Regular Season,Evan Scott,10,Shooting,58,5.8,-0.74
2018-19,Regular Season,Evan Scott,10,Loose ball,7,0.7,-0.37
2018-19,Regular Season,Evan Scott,10,Offensive charge,2,0.2,-1.84
2018-19,Regular Season,Evan Scott,10,Offensive,1,0.1,-0.71
2018-19,Regular Season,Evan Scott,10,Technical,6,0.6,3.08
2018-19,Regular Season,Evan Scott,10,Defensive goaltending,1,0.1,-0.62
2018-19,Regular Season,Evan Scott,10,Defensive 3 seconds,1,0.1,-0.25
2018-19,Regular Season,Gediminas Petraitis,64,Total fouls,861,13.45,-0.31
2018-19,Regular Season,Gediminas Petraitis,64,Shooting,395,6.17,-0.21
2018-19,Regular Season,Gediminas Petraitis,64,Loose ball,46,0.72,-0.29
2018-19,Regular Season,Gediminas Petraitis,64,Offensive charge,28,0.44,0.52
2018-19,Regular Season,Gediminas Petraitis,64,Offensive,8,0.12,-0.62
2018-19,Regular Season,Gediminas Petraitis,64,Technical,16,0.25,0.2
2018-19,Regular Season,Gediminas Petraitis,64,Defensive goaltending,4,0.06,-1.21
2018-19,Regular Season,Gediminas Petraitis,64,Defensive 3 seconds,7,0.11,-0.15
2018-19,Regular Season,Haywoode Workman,47,Total fouls,689,14.66,0.53
2018-19,Regular Season,Haywoode Workman,47,Shooting,347,7.38,1.5
2018-19,Regular Season,Haywoode Workman,47,Loose ball,46,0.98,0.77
2018-19,Regular Season,Haywoode Workman,47,Offensive charge,12,0.26,-1.29
2018-19,Regular Season,Haywoode Workman,47,Offensive,7,0.15,-0.53
2018-19,Regular Season,Haywoode Workman,47,Technical,9,0.19,-0.28
2018-19,Regular Season,Haywoode Workman,47,Defensive goaltending,8,0.17,0.48
2018-19,Regular Season,Haywoode Workman,47,Defensive 3 seconds,10,0.21,0.97
2018-19,Regular Season,J.B. DeRosa,55,Total fouls,708,12.87,-0.71
2018-19,Regular Season,J.B. DeRosa,55,Shooting,332,6.04,-0.4
2018-19,Regular Season,J.B. DeRosa,55,Loose ball,40,0.73,-0.25
2018-19,Regular Season,J.B. DeRosa,55,Offensive charge,19,0.35,-0.4
2018-19,Regular Season,J.B. DeRosa,55,Offensive,2,0.04,-0.94
2018-19,Regular Season,J.B. DeRosa,55,Technical,10,0.18,-0.36
2018-19,Regular Season,J.B. DeRosa,55,Defensive goaltending,5,0.09,-0.76
2018-19,Regular Season,J.B. DeRosa,55,Defensive 3 seconds,0,0.0,-1.33
2018-19,Regular Season,J.T. Orr,61,Total fouls,853,13.98,0.06
2018-19,Regular Season,J.T. Orr,61,Shooting,417,6.84,0.73
2018-19,Regular Season,J.T. Orr,61,Loose ball,60,0.98,0.79
2018-19,Regular Season,J.T. Orr,61,Offensive charge,28,0.46,0.73
2018-19,Regular Season,J.T. Orr,61,Offensive,8,0.13,-0.6
2018-19,Regular Season,J.T. Orr,61,Technical,18,0.3,0.57
2018-19,Regular Season,J.T. Orr,61,Defensive goaltending,9,0.15,0.12
2018-19,Regular Season,J.T. Orr,61,Defensive 3 seconds,8,0.13,0.08
2018-19,Regular Season,Jacyn Goble,49,Total fouls,786,16.04,1.48
2018-19,Regular Season,Jacyn Goble,49,Shooting,359,7.33,1.42
2018-19,Regular Season,Jacyn Goble,49,Loose ball,27,0.55,-0.98
2018-19,Regular Season,Jacyn Goble,49,Offensive charge,20,0.41,0.23
2018-19,Regular Season,Jacyn Goble,49,Offensive,10,0.2,-0.34
2018-19,Regular Season,Jacyn Goble,49,Technical,27,0.55,2.68
2018-19,Regular Season,Jacyn Goble,49,Defensive goaltending,7,0.14,0.05
2018-19,Regular Season,Jacyn Goble,49,Defensive 3 seconds,1,0.02,-1.11
2018-19,Regular Season,James Capers Jr.,60,Total fouls,904,15.07,0.81
2018-19,Regular Season,James Capers Jr.,60,Shooting,382,6.37,0.06
2018-19,Regular Season,James Capers Jr.,60,Loose ball,62,1.03,1.0
2018-19,Regular Season,James Capers Jr.,60,Offensive charge,24,0.4,0.14
2018-19,Regular Season,James Capers Jr.,60,Offensive,5,0.08,-0.77
2018-19,Regular Season,James Capers Jr.,60,Technical,23,0.38,1.3
2018-19,Regular Season,James Capers Jr.,60,Defensive goaltending,9,0.15,0.16
2018-19,Regular Season,James Capers Jr.,60,Defensive 3 seconds,3,0.05,-0.79
2018-19,Regular Season,James Williams,63,Total fouls,909,14.43,0.37
2018-19,Regular Season,James Williams,63,Shooting,390,6.19,-0.19
2018-19,Regular Season,James Williams,63,Loose ball,63,1.0,0.86
2018-19,Regular Season,James Williams,63,Offensive charge,24,0.38,-0.04
2018-19,Regular Season,James Williams,63,Offensive,11,0.17,-0.44
2018-19,Regular Season,James Williams,63,Technical,26,0.41,1.54
2018-19,Regular Season,James Williams,63,Defensive goaltending,11,0.17,0.55
2018-19,Regular Season,James Williams,63,Defensive 3 seconds,22,0.35,2.45
2018-19,Regular Season,Jason Goldenberg,49,Total fouls,710,14.49,0.41
2018-19,Regular Season,Jason Goldenberg,49,Shooting,306,6.24,-0.11
2018-19,Regular Season,Jason Goldenberg,49,Loose ball,50,1.02,0.95
2018-19,Regular Season,Jason Goldenberg,49,Offensive charge,20,0.41,0.23
2018-19,Regular Season,Jason Goldenberg,49,Offensive,13,0.27,-0.11
2018-19,Regular Season,Jason Goldenberg,49,Technical,6,0.12,-0.85
2018-19,Regular Season,Jason Goldenberg,49,Defensive goaltending,8,0.16,0.37
2018-19,Regular Season,Jason Goldenberg,49,Defensive 3 seconds,8,0.16,0.43
2018-19,Regular Season,Jason Phillips,63,Total fouls,886,14.06,0.11
2018-19,Regular Season,Jason Phillips,63,Shooting,395,6.27,-0.07
2018-19,Regular Season,Jason Phillips,63,Loose ball,34,0.54,-1.02
2018-19,Regular Season,Jason Phillips,63,Offensive charge,21,0.33,-0.52
2018-19,Regular Season,Jason Phillips,63,Offensive,7,0.11,-0.67
2018-19,Regular Season,Jason Phillips,63,Technical,20,0.32,0.76
2018-19,Regular Season,Jason Phillips,63,Defensive goaltending,11,0.17,0.55
2018-19,Regular Season,Jason Phillips,63,Defensive 3 seconds,6,0.1,-0.3
2018-19,Regular Season,John Goble,63,Total fouls,928,14.73,0.58
2018-19,Regular Season,John Goble,63,Shooting,350,5.56,-1.08
2018-19,Regular Season,John Goble,63,Loose ball,45,0.71,-0.31
2018-19,Regular Season,John Goble,63,Offensive charge,24,0.38,-0.04
2018-19,Regular Season,John Goble,63,Offensive,14,0.22,-0.27
2018-19,Regular Season,John Goble,63,Technical,20,0.32,0.76
2018-19,Regular Season,John Goble,63,Defensive goaltending,14,0.22,1.29
2018-19,Regular Season,John Goble,63,Defensive 3 seconds,6,0.1,-0.3
2018-19,Regular Season,Jonathan Sterling,46,Total fouls,618,13.43,-0.32
2018-19,Regular Season,Jonathan Sterling,46,Shooting,239,5.2,-1.59
2018-19,Regular Season,Jonathan Sterling,46,Loose ball,34,0.74,-0.21
2018-19,Regular Season,Jonathan Sterling,46,Offensive charge,16,0.35,-0.37
2018-19,Regular Season,Jonathan Sterling,46,Offensive,7,0.15,-0.52
2018-19,Regular Season,Jonathan Sterling,46,Technical,15,0.33,0.83
2018-19,Regular Season,Jonathan Sterling,46,Defensive goaltending,10,0.22,1.22
2018-19,Regular Season,Jonathan Sterling,46,Defensive 3 seconds,8,0.17,0.55
2018-19,Regular Season,Josh Tiven,64,Total fouls,922,14.41,0.35
2018-19,Regular Season,Josh Tiven,64,Shooting,451,7.05,1.03
2018-19,Regular Season,Josh Tiven,64,Loose ball,55,0.86,0.29
2018-19,Regular Season,Josh Tiven,64,Offensive charge,14,0.22,-1.65
2018-19,Regular Season,Josh Tiven,64,Offensive,8,0.12,-0.62
2018-19,Regular Season,Josh Tiven,64,Technical,30,0.47,2.0
2018-19,Regular Season,Josh Tiven,64,Defensive goaltending,7,0.11,-0.47
2018-19,Regular Season,Josh Tiven,64,Defensive 3 seconds,9,0.14,0.19
2018-19,Regular Season,Justin Van Duyne,49,Total fouls,673,13.73,-0.11
2018-19,Regular Season,Justin Van Duyne,49,Shooting,288,5.88,-0.63
2018-19,Regular Season,Justin Van Duyne,49,Loose ball,46,0.94,0.61
2018-19,Regular Season,Justin Van Duyne,49,Offensive charge,16,0.33,-0.58
2018-19,Regular Season,Justin Van Duyne,49,Offensive,7,0.14,-0.56
2018-19,Regular Season,Justin Van Duyne,49,Technical,9,0.18,-0.34
2018-19,Regular Season,Justin Van Duyne,49,Defensive goaltending,1,0.02,-1.87
2018-19,Regular Season,Justin Van Duyne,49,Defensive 3 seconds,12,0.24,1.32
2018-19,Regular Season,Kane Fitzgerald,64,Total fouls,988,15.44,1.07
2018-19,Regular Season,Kane Fitzgerald,64,Shooting,413,6.45,0.19
2018-19,Regular Season,Kane Fitzgerald,64,Loose ball,80,1.25,1.88
2018-19,Regular Season,Kane Fitzgerald,64,Offensive charge,30,0.47,0.82
2018-19,Regular Season,Kane Fitzgerald,64,Offensive,8,0.12,-0.62
2018-19,Regular Season,Kane Fitzgerald,64,Technical,33,0.52,2.39
2018-19,Regular Season,Kane Fitzgerald,64,Defensive goaltending,20,0.31,2.71
2018-19,Regular Season,Kane Fitzgerald,64,Defensive 3 seconds,7,0.11,-0.15
2018-19,Regular Season,Karl Lane,64,Total fouls,999,15.61,1.19
2018-19,Regular Season,Karl Lane,64,Shooting,406,6.34,0.03
2018-19,Regular Season,Karl Lane,64,Loose ball,59,0.92,0.54
2018-19,Regular Season,Karl Lane,64,Offensive charge,34,0.53,1.44
2018-19,Regular Season,Karl Lane,64,Offensive,13,0.2,-0.34
2018-19,Regular Season,Karl Lane,64,Technical,13,0.2,-0.18
2018-19,Regular Season,Karl Lane,64,Defensive goaltending,9,0.14,0.02
2018-19,Regular Season,Karl Lane,64,Defensive 3 seconds,9,0.14,0.19
2018-19,Regular Season,Ken Mauer,59,Total fouls,860,14.58,0.47
2018-19,Regular Season,Ken Mauer,59,Shooting,426,7.22,1.27
2018-19,Regular Season,Ken Mauer,59,Loose ball,37,0.63,-0.66
2018-19,Regular Season,Ken Mauer,59,Offensive charge,21,0.36,-0.29
2018-19,Regular Season,Ken Mauer,59,Offensive,8,0.14,-0.58
2018-19,Regular Season,Ken Mauer,59,Technical,8,0.14,-0.74
2018-19,Regular Season,Ken Mauer,59,Defensive goaltending,7,0.12,-0.33
2018-19,Regular Season,Ken Mauer,59,Defensive 3 seconds,7,0.12,-0.05
2018-19,Regular Season,Kevin Cutler,56,Total fouls,677,12.09,-1.25
2018-19,Regular Season,Kevin Cutler,56,Shooting,299,5.34,-1.39
2018-19,Regular Season,Kevin Cutler,56,Loose ball,30,0.54,-1.04
2018-19,Regular Season,Kevin Cutler,56,Offensive charge,22,0.39,0.07
2018-19,Regular Season,Kevin Cutler,56,Offensive,0,0.0,-1.07
2018-19,Regular Season,Kevin Cutler,56,Technical,11,0.2,-0.24
2018-19,Regular Season,Kevin Cutler,56,Defensive goaltending,5,0.09,-0.79
2018-19,Regular Season,Kevin Cutler,56,Defensive 3 seconds,4,0.07,-0.56
2018-19,Regular Season,Kevin Scott,60,Total fouls,869,14.48,0.41
2018-19,Regular Season,Kevin Scott,60,Shooting,392,6.53,0.3
2018-19,Regular Season,Kevin Scott,60,Loose ball,59,0.98,0.79
2018-19,Regular Season,Kevin Scott,60,Offensive charge,24,0.4,0.14
2018-19,Regular Season,Kevin Scott,60,Offensive,5,0.08,-0.77
2018-19,Regular Season,Kevin Scott,60,Technical,13,0.22,-0.07
2018-19,Regular Season,Kevin Scott,60,Defensive goaltending,11,0.18,0.68
2018-19,Regular Season,Kevin Scott,60,Defensive 3 seconds,2,0.03,-0.97
2018-19,Regular Season,Leon Wood,53,Total fouls,769,14.51,0.42
2018-19,Regular Season,Leon Wood,53,Shooting,342,6.45,0.19
2018-19,Regular Season,Leon Wood,53,Loose ball,64,1.21,1.71
2018-19,Regular Season,Leon Wood,53,Offensive charge,22,0.42,0.29
2018-19,Regular Season,Leon Wood,53,Offensive,11,0.21,-0.32
2018-19,Regular Season,Leon Wood,53,Technical,0,0.0,-1.85
2018-19,Regular Season,Leon Wood,53,Defensive goaltending,6,0.11,-0.41
2018-19,Regular Season,Leon Wood,53,Defensive 3 seconds,10,0.19,0.71
2018-19,Regular Season,Leroy Richardson,52,Total fouls,701,13.48,-0.29
2018-19,Regular Season,Leroy Richardson,52,Shooting,341,6.56,0.33
2018-19,Regular Season,Leroy Richardson,52,Loose ball,36,0.69,-0.4
2018-19,Regular Season,Leroy Richardson,52,Offensive charge,12,0.23,-1.53
2018-19,Regular Season,Leroy Richardson,52,Offensive,1,0.02,-1.0
2018-19,Regular Season,Leroy Richardson,52,Technical,8,0.15,-0.59
2018-19,Regular Season,Leroy Richardson,52,Defensive goaltending,6,0.12,-0.38
2018-19,Regular Season,Leroy Richardson,52,Defensive 3 seconds,6,0.12,-0.09
2018-19,Regular Season,Marat Kogut,64,Total fouls,893,13.95,0.04
2018-19,Regular Season,Marat Kogut,64,Shooting,382,5.97,-0.5
2018-19,Regular Season,Marat Kogut,64,Loose ball,39,0.61,-0.74
2018-19,Regular Season,Marat Kogut,64,Offensive charge,32,0.5,1.13
2018-19,Regular Season,Marat Kogut,64,Offensive,8,0.12,-0.62
2018-19,Regular Season,Marat Kogut,64,Technical,24,0.38,1.23
2018-19,Regular Season,Marat Kogut,64,Defensive goaltending,8,0.12,-0.23
2018-19,Regular Season,Marat Kogut,64,Defensive 3 seconds,3,0.05,-0.83
2018-19,Regular Season,Marc Davis,63,Total fouls,891,14.14,0.17
2018-19,Regular Season,Marc Davis,63,Shooting,434,6.89,0.8
2018-19,Regular Season,Marc Davis,63,Loose ball,32,0.51,-1.15
2018-19,Regular Season,Marc Davis,63,Offensive charge,11,0.17,-2.09
2018-19,Regular Season,Marc Davis,63,Offensive,3,0.05,-0.9
2018-19,Regular Season,Marc Davis,63,Technical,15,0.24,0.11
2018-19,Regular Season,Marc Davis,63,Defensive goaltending,16,0.25,1.79
2018-19,Regular Season,Marc Davis,63,Defensive 3 seconds,9,0.14,0.21
2018-19,Regular Season,Mark Ayotte,64,Total fouls,933,14.58,0.47
2018-19,Regular Season,Mark Ayotte,64,Shooting,388,6.06,-0.37
2018-19,Regular Season,Mark Ayotte,64,Loose ball,55,0.86,0.29
2018-19,Regular Season,Mark Ayotte,64,Offensive charge,25,0.39,0.05
2018-19,Regular Season,Mark Ayotte,64,Offensive,3,0.05,-0.9
2018-19,Regular Season,Mark Ayotte,64,Technical,12,0.19,-0.31
2018-19,Regular Season,Mark Ayotte,64,Defensive goaltending,7,0.11,-0.47
2018-19,Regular Season,Mark Ayotte,64,Defensive 3 seconds,12,0.19,0.69
2018-19,Regular Season,Mark Lindsay,63,Total fouls,848,13.46,-0.3
2018-19,Regular Season,Mark Lindsay,63,Shooting,363,5.76,-0.79
2018-19,Regular Season,Mark Lindsay,63,Loose ball,26,0.41,-1.54
2018-19,Regular Season,Mark Lindsay,63,Offensive charge,20,0.32,-0.67
2018-19,Regular Season,Mark Lindsay,63,Offensive,5,0.08,-0.79
2018-19,Regular Season,Mark Lindsay,63,Technical,5,0.08,-1.2
2018-19,Regular Season,Mark Lindsay,63,Defensive goaltending,6,0.1,-0.7
2018-19,Regular Season,Mark Lindsay,63,Defensive 3 seconds,34,0.54,4.51
2018-19,Regular Season,Matt Boland,59,Total fouls,892,15.12,0.85
2018-19,Regular Season,Matt Boland,59,Shooting,400,6.78,0.65
2018-19,Regular Season,Matt Boland,59,Loose ball,79,1.34,2.25
2018-19,Regular Season,Matt Boland,59,Offensive charge,35,0.59,2.06
2018-19,Regular Season,Matt Boland,59,Offensive,3,0.05,-0.89
2018-19,Regular Season,Matt Boland,59,Technical,15,0.25,0.24
2018-19,Regular Season,Matt Boland,59,Defensive goaltending,14,0.24,1.53
2018-19,Regular Season,Matt Boland,59,Defensive 3 seconds,9,0.15,0.32
2018-19,Regular Season,Matt Myers,33,Total fouls,446,13.52,-0.27
2018-19,Regular Season,Matt Myers,33,Shooting,198,6.0,-0.46
2018-19,Regular Season,Matt Myers,33,Loose ball,25,0.76,-0.13
2018-19,Regular Season,Matt Myers,33,Offensive charge,12,0.36,-0.22
2018-19,Regular Season,Matt Myers,33,Offensive,3,0.09,-0.74
2018-19,Regular Season,Matt Myers,33,Technical,3,0.09,-1.11
2018-19,Regular Season,Matt Myers,33,Defensive goaltending,6,0.18,0.66
2018-19,Regular Season,Matt Myers,33,Defensive 3 seconds,0,0.0,-1.33
2018-19,Regular Season,Michael Smith,56,Total fouls,911,16.27,1.64
2018-19,Regular Season,Michael Smith,56,Shooting,419,7.48,1.64
2018-19,Regular Season,Michael Smith,56,Loose ball,46,0.82,0.13
2018-19,Regular Season,Michael Smith,56,Offensive charge,24,0.43,0.43
2018-19,Regular Season,Michael Smith,56,Offensive,17,0.3,0.02
2018-19,Regular Season,Michael Smith,56,Technical,4,0.07,-1.27
2018-19,Regular Season,Michael Smith,56,Defensive goaltending,10,0.18,0.61
2018-19,Regular Season,Michael Smith,56,Defensive 3 seconds,15,0.27,1.56
2018-19,Regular Season,Mike Callahan,59,Total fouls,801,13.58,-0.22
2018-19,Regular Season,Mike Callahan,59,Shooting,410,6.95,0.89
2018-19,Regular Season,Mike Callahan,59,Loose ball,44,0.75,-0.18
2018-19,Regular Season,Mike Callahan,59,Offensive charge,14,0.24,-1.47
2018-19,Regular Season,Mike Callahan,59,Offensive,5,0.08,-0.77
2018-19,Regular Season,Mike Callahan,59,Technical,10,0.17,-0.46
2018-19,Regular Season,Mike Callahan,59,Defensive goaltending,11,0.19,0.73
2018-19,Regular Season,Mike Callahan,59,Defensive 3 seconds,4,0.07,-0.6
2018-19,Regular Season,Mitchell Ervin,58,Total fouls,872,15.03,0.79
2018-19,Regular Season,Mitchell Ervin,58,Shooting,376,6.48,0.23
2018-19,Regular Season,Mitchell Ervin,58,Loose ball,54,0.93,0.58
2018-19,Regular Season,Mitchell Ervin,58,Offensive charge,20,0.34,-0.4
2018-19,Regular Season,Mitchell Ervin,58,Offensive,5,0.09,-0.76
2018-19,Regular Season,Mitchell Ervin,58,Technical,8,0.14,-0.72
2018-19,Regular Season,Mitchell Ervin,58,Defensive goaltending,9,0.16,0.24
2018-19,Regular Season,Mitchell Ervin,58,Defensive 3 seconds,6,0.1,-0.22
2018-19,Regular Season,Mousa Dagher,33,Total fouls,440,13.33,-0.39
2018-19,Regular Season,Mousa Dagher,33,Shooting,216,6.55,0.32
2018-19,Regular Season,Mousa Dagher,33,Loose ball,19,0.58,-0.87
2018-19,Regular Season,Mousa Dagher,33,Offensive charge,11,0.33,-0.52
2018-19,Regular Season,Mousa Dagher,33,Offensive,4,0.12,-0.63
2018-19,Regular Season,Mousa Dagher,33,Technical,2,0.06,-1.35
2018-19,Regular Season,Mousa Dagher,33,Defensive goaltending,5,0.15,0.19
2018-19,Regular Season,Mousa Dagher,33,Defensive 3 seconds,0,0.0,-1.33
2018-19,Regular Season,Natalie Sago,31,Total fouls,370,11.94,-1.36
2018-19,Regular Season,Natalie Sago,31,Shooting,194,6.26,-0.09
2018-19,Regular Season,Natalie Sago,31,Loose ball,21,0.68,-0.46
2018-19,Regular Season,Natalie Sago,31,Offensive charge,10,0.32,-0.62
2018-19,Regular Season,Natalie Sago,31,Offensive,4,0.13,-0.61
2018-19,Regular Season,Natalie Sago,31,Technical,13,0.42,1.6
2018-19,Regular Season,Natalie Sago,31,Defensive goaltending,2,0.06,-1.18
2018-19,Regular Season,Natalie Sago,31,Defensive 3 seconds,0,0.0,-1.33
2018-19,Regular Season,Nick Buchert,64,Total fouls,910,14.22,0.22
2018-19,Regular Season,Nick Buchert,64,Shooting,405,6.33,0.01
2018-19,Regular Season,Nick Buchert,64,Loose ball,73,1.14,1.44
2018-19,Regular Season,Nick Buchert,64,Offensive charge,15,0.23,-1.5
2018-19,Regular Season,Nick Buchert,64,Offensive,8,0.12,-0.62
2018-19,Regular Season,Nick Buchert,64,Technical,19,0.3,0.59
2018-19,Regular Season,Nick Buchert,64,Defensive goaltending,4,0.06,-1.21
2018-19,Regular Season,Nick Buchert,64,Defensive 3 seconds,10,0.16,0.36
2018-19,Regular Season,Pat Fraher,65,Total fouls,888,13.66,-0.16
2018-19,Regular Season,Pat Fraher,65,Shooting,442,6.8,0.68
2018-19,Regular Season,Pat Fraher,65,Loose ball,47,0.72,-0.27
2018-19,Regular Season,Pat Fraher,65,Offensive charge,23,0.35,-0.31
2018-19,Regular Season,Pat Fraher,65,Offensive,12,0.18,-0.41
2018-19,Regular Season,Pat Fraher,65,Technical,9,0.14,-0.71
2018-19,Regular Season,Pat Fraher,65,Defensive goaltending,2,0.03,-1.71
2018-19,Regular Season,Pat Fraher,65,Defensive 3 seconds,10,0.15,0.33
2018-19,Regular Season,Phenizee Ransom,32,Total fouls,376,11.75,-1.49
2018-19,Regular Season,Phenizee Ransom,32,Shooting,154,4.81,-2.13
2018-19,Regular Season,Phenizee Ransom,32,Loose ball,26,0.81,0.09
2018-19,Regular Season,Phenizee Ransom,32,Offensive charge,7,0.22,-1.65
2018-19,Regular Season,Phenizee Ransom,32,Offensive,2,0.06,-0.85
2018-19,Regular Season,Phenizee Ransom,32,Technical,2,0.06,-1.34
2018-19,Regular Season,Phenizee Ransom,32,Defensive goaltending,3,0.09,-0.72
2018-19,Regular Season,Phenizee Ransom,32,Defensive 3 seconds,1,0.03,-1.0
2018-19,Regular Season,Ray Acosta,58,Total fouls,835,14.4,0.35
2018-19,Regular Season,Ray Acosta,58,Shooting,440,7.59,1.79
2018-19,Regular Season,Ray Acosta,58,Loose ball,40,0.69,-0.41
2018-19,Regular Season,Ray Acosta,58,Offensive charge,22,0.38,-0.06
2018-19,Regular Season,Ray Acosta,58,Offensive,7,0.12,-0.64
2018-19,Regular Season,Ray Acosta,58,Technical,20,0.34,0.98
2018-19,Regular Season,Ray Acosta,58,Defensive goaltending,3,0.05,-1.38
2018-19,Regular Season,Ray Acosta,58,Defensive 3 seconds,1,0.02,-1.15
2018-19,Regular Season,Rodney Mott,64,Total fouls,947,14.8,0.62
2018-19,Regular Season,Rodney Mott,64,Shooting,355,5.55,-1.1
2018-19,Regular Season,Rodney Mott,64,Loose ball,76,1.19,1.63
2018-19,Regular Season,Rodney Mott,64,Offensive charge,29,0.45,0.67
2018-19,Regular Season,Rodney Mott,64,Offensive,13,0.2,-0.34
2018-19,Regular Season,Rodney Mott,64,Technical,17,0.27,0.33
2018-19,Regular Season,Rodney Mott,64,Defensive goaltending,11,0.17,0.51
2018-19,Regular Season,Rodney Mott,64,Defensive 3 seconds,16,0.25,1.37
2018-19,Regular Season,Ron Garretson,60,Total fouls,729,12.15,-1.21
2018-19,Regular Season,Ron Garretson,60,Shooting,336,5.6,-1.02
2018-19,Regular Season,Ron Garretson,60,Loose ball,46,0.77,-0.09
2018-19,Regular Season,Ron Garretson,60,Offensive charge,19,0.32,-0.68
2018-19,Regular Season,Ron Garretson,60,Offensive,0,0.0,-1.07
2018-19,Regular Season,Ron Garretson,60,Technical,13,0.22,-0.07
2018-19,Regular Season,Ron Garretson,60,Defensive goaltending,11,0.18,0.68
2018-19,Regular Season,Ron Garretson,60,Defensive 3 seconds,15,0.25,1.37
2018-19,Regular Season,Scott Foster,64,Total fouls,981,15.33,0.99
2018-19,Regular Season,Scott Foster,64,Shooting,435,6.8,0.67
2018-19,Regular Season,Scott Foster,64,Loose ball,56,0.88,0.35
2018-19,Regular Season,Scott Foster,64,Offensive charge,29,0.45,0.67
2018-19,Regular Season,Scott Foster,64,Offensive,23,0.36,0.23
2018-19,Regular Season,Scott Foster,64,Technical,23,0.36,1.1
2018-19,Regular Season,Scott Foster,64,Defensive goaltending,16,0.25,1.73
